Region;Units Sold
Sub-Saharan Africa;2999
Middle East and North Africa;8584
Europe;4581
Sub-Saharan Africa;7868
Sub-Saharan Africa;7357
Asia;8990
Sub-Saharan Africa;742
Central America and the Caribbean;7616
Sub-Saharan Africa;6649
Sub-Saharan Africa;1909
Central America and the Caribbean;9493
Asia;2532
Sub-Saharan Africa;6188
Central America and the Caribbean;2652
Europe;6147
Europe;7930
Sub-Saharan Africa;1286
Australia and Oceania;6532
Europe;6017
Australia and Oceania;9121
Middle East and North Africa;7255
Europe;8862
Middle East and North Africa;4414
Middle East and North Africa;1418
Sub-Saharan Africa;9409
Asia;4954
Asia;6652
Central America and the Caribbean;133
Europe;3059
Sub-Saharan Africa;120
Central America and the Caribbean;8043
Europe;580
Sub-Saharan Africa;3518
Europe;9674
Australia and Oceania;3898
Europe;8069
Europe;6098
Sub-Saharan Africa;8928
Central America and the Caribbean;9532
Europe;7915
Sub-Saharan Africa;6113
Europe;3194
Asia;256
Middle East and North Africa;5429
Sub-Saharan Africa;8875
Middle East and North Africa;7785
Sub-Saharan Africa;1383
Middle East and North Africa;5924
Middle East and North Africa;9695
Sub-Saharan Africa;8013
Sub-Saharan Africa;8225
Sub-Saharan Africa;4713
Europe;3887
Sub-Saharan Africa;9190
Asia;6095
Asia;7108
Sub-Saharan Africa;6763
Europe;6630
Europe;306
Australia and Oceania;8421
Sub-Saharan Africa;3636
Sub-Saharan Africa;5644
Sub-Saharan Africa;6169
Europe;3965
Sub-Saharan Africa;9818
Australia and Oceania;1546
Middle East and North Africa;8997
Middle East and North Africa;9052
Asia;621
Sub-Saharan Africa;9647
Europe;4104
Europe;8996
Middle East and North Africa;1359
Asia;5261
Europe;6801
Sub-Saharan Africa;9107
Central America and the Caribbean;7343
Australia and Oceania;3699
Sub-Saharan Africa;2400
Europe;4700
Europe;3886
Australia and Oceania;275
Asia;6215
Sub-Saharan Africa;1087
Europe;6301
Europe;300
Central America and the Caribbean;3558
Europe;3579
Sub-Saharan Africa;9900
Sub-Saharan Africa;9087
Sub-Saharan Africa;9741
Europe;7489
Australia and Oceania;9995
Europe;1949
Sub-Saharan Africa;77
Sub-Saharan Africa;8131
Europe;1899
Sub-Saharan Africa;4199
Europe;9878
Europe;816
Europe;925
Middle East and North Africa;1148
Sub-Saharan Africa;4457
Sub-Saharan Africa;857
Central America and the Caribbean;2386
Middle East and North Africa;8109
Europe;9126
Europe;3567
Asia;1592
Asia;395
Sub-Saharan Africa;9198
Central America and the Caribbean;4257
Europe;3858
Europe;3318
Asia;9986
Australia and Oceania;8241
Middle East and North Africa;4495
Europe;2191
Sub-Saharan Africa;6801
Sub-Saharan Africa;831
Europe;8817
Europe;2326
Central America and the Caribbean;4957
Europe;7339
Australia and Oceania;2135
Middle East and North Africa;9036
Central America and the Caribbean;9765
Middle East and North Africa;3079
Sub-Saharan Africa;9762
Sub-Saharan Africa;7633
Middle East and North Africa;6539
Sub-Saharan Africa;3362
Central America and the Caribbean;7011
Sub-Saharan Africa;3429
Australia and Oceania;591
Middle East and North Africa;3500
Sub-Saharan Africa;9194
Central America and the Caribbean;1738
Middle East and North Africa;7233
Europe;8807
Europe;1623
Europe;7872
Europe;1778
Middle East and North Africa;4596
Europe;9611
Asia;7143
Sub-Saharan Africa;9538
Europe;6177
Sub-Saharan Africa;8471
North America;4863
Australia and Oceania;5826
Europe;8865
Australia and Oceania;3516
Europe;6346
Europe;5954
Europe;7971
Central America and the Caribbean;56
Middle East and North Africa;6903
Asia;5236
Sub-Saharan Africa;8808
Australia and Oceania;3406
Asia;1848
Sub-Saharan Africa;8982
Europe;6688
Europe;8877
Central America and the Caribbean;6492
Australia and Oceania;2506
Asia;6925
Europe;1783
Middle East and North Africa;6149
Sub-Saharan Africa;1121
North America;4829
Europe;7435
Asia;6130
Sub-Saharan Africa;139
Asia;5715
Sub-Saharan Africa;1146
Australia and Oceania;1749
Europe;4871
Middle East and North Africa;4894
Australia and Oceania;8229
Asia;8317
Sub-Saharan Africa;632
Europe;7680
Middle East and North Africa;3995
Sub-Saharan Africa;1147
Sub-Saharan Africa;2733
Sub-Saharan Africa;9383
Asia;3759
Europe;5552
Europe;6487
Australia and Oceania;5318
Australia and Oceania;2831
Central America and the Caribbean;6844
Middle East and North Africa;7206
Middle East and North Africa;796
Asia;6525
Sub-Saharan Africa;336
Sub-Saharan Africa;203
Middle East and North Africa;1130
Middle East and North Africa;153
Asia;1341
Asia;790
Asia;1632
Europe;9028
Asia;5170
Australia and Oceania;4281
Europe;7616
Middle East and North Africa;8462
Middle East and North Africa;7136
Central America and the Caribbean;5986
Europe;4393
Asia;3767
Sub-Saharan Africa;2551
Europe;1219
Central America and the Caribbean;7276
Middle East and North Africa;257
Middle East and North Africa;6730
Australia and Oceania;5293
Europe;1577
Europe;3243
Australia and Oceania;4982
Europe;3520
Middle East and North Africa;2609
Central America and the Caribbean;8038
Europe;2622
Europe;1211
Europe;5685
Central America and the Caribbean;9954
Asia;4962
Middle East and North Africa;3681
Europe;6117
North America;4305
Middle East and North Africa;7314
Middle East and North Africa;6241
Sub-Saharan Africa;9217
Australia and Oceania;6402
Middle East and North Africa;4990
Sub-Saharan Africa;4204
Sub-Saharan Africa;298
Middle East and North Africa;1559
Central America and the Caribbean;3304
Central America and the Caribbean;2882
Central America and the Caribbean;4673
Sub-Saharan Africa;5087
Sub-Saharan Africa;7568
Sub-Saharan Africa;7588
Asia;7653
Asia;2299
Australia and Oceania;3093
Australia and Oceania;3634
Middle East and North Africa;4552
Europe;8508
Sub-Saharan Africa;5194
Europe;6333
Sub-Saharan Africa;682
Asia;9025
Central America and the Caribbean;9181
Europe;998
Sub-Saharan Africa;1355
Sub-Saharan Africa;9165
Sub-Saharan Africa;368
Europe;2940
Asia;1885
Sub-Saharan Africa;4238
Central America and the Caribbean;4068
Asia;7473
Sub-Saharan Africa;7582
Europe;9558
Sub-Saharan Africa;5592
Central America and the Caribbean;9908
Europe;3761
Asia;437
Europe;254
Europe;5559
Middle East and North Africa;5733
Europe;2188
Australia and Oceania;3365
Australia and Oceania;9738
Sub-Saharan Africa;8812
Central America and the Caribbean;123
Asia;238
Sub-Saharan Africa;7757
Europe;8308
Asia;9554
Sub-Saharan Africa;6186
Sub-Saharan Africa;4928
Central America and the Caribbean;9536
Europe;5794
Australia and Oceania;6521
Asia;6566
Central America and the Caribbean;7807
Sub-Saharan Africa;4156
Central America and the Caribbean;6556
Europe;7981
Asia;8434
Central America and the Caribbean;9952
Europe;1604
Sub-Saharan Africa;4486
Asia;6729
Europe;8495
Europe;6975
Asia;1394
Europe;8006
Sub-Saharan Africa;5097
Europe;7985
Asia;4017
Asia;7576
Sub-Saharan Africa;5070
Europe;9943
Sub-Saharan Africa;7669
Sub-Saharan Africa;751
Sub-Saharan Africa;3728
Europe;8164
Middle East and North Africa;7660
Sub-Saharan Africa;2846
Central America and the Caribbean;6382
Middle East and North Africa;7960
Middle East and North Africa;9305
Central America and the Caribbean;9171
Europe;8345
Central America and the Caribbean;4643
Europe;7915
Central America and the Caribbean;5040
Europe;4929
Sub-Saharan Africa;3526
Europe;8802
Asia;5764
Europe;1448
Middle East and North Africa;9920
Asia;7280
Central America and the Caribbean;6657
Europe;3213
Europe;9140
Europe;8661
North America;3032
Asia;5538
Central America and the Caribbean;6497
Europe;8257
Middle East and North Africa;199
Sub-Saharan Africa;3734
Europe;7303
Central America and the Caribbean;1381
Asia;3473
Australia and Oceania;3114
Sub-Saharan Africa;6872
Europe;3345
Europe;8165
Sub-Saharan Africa;8990
Sub-Saharan Africa;515
Europe;9462
Australia and Oceania;9587
Asia;6676
Europe;3546
Sub-Saharan Africa;5045
Sub-Saharan Africa;3054
Australia and Oceania;1483
Middle East and North Africa;1276
Sub-Saharan Africa;5405
Central America and the Caribbean;3876
Sub-Saharan Africa;8725
Europe;9018
Middle East and North Africa;5856
Europe;7367
Asia;3713
Central America and the Caribbean;2086
Europe;1709
Asia;8839
Middle East and North Africa;1760
Asia;5790
Europe;8278
Central America and the Caribbean;3604
Sub-Saharan Africa;8178
Europe;5444
Asia;875
Central America and the Caribbean;6975
Sub-Saharan Africa;8281
Sub-Saharan Africa;6360
Europe;4812
Europe;4265
Australia and Oceania;7380
Sub-Saharan Africa;3851
Middle East and North Africa;5401
Central America and the Caribbean;785
Central America and the Caribbean;789
Central America and the Caribbean;3230
Sub-Saharan Africa;7956
Europe;1849
Middle East and North Africa;3819
Sub-Saharan Africa;9808
Middle East and North Africa;7789
Middle East and North Africa;2769
Asia;1783
Sub-Saharan Africa;8898
Middle East and North Africa;213
Central America and the Caribbean;8858
North America;9993
Asia;5813
Asia;539
Sub-Saharan Africa;5427
Middle East and North Africa;3763
Sub-Saharan Africa;5865
Europe;4080
Middle East and North Africa;7790
Europe;8404
Sub-Saharan Africa;4366
Middle East and North Africa;6149
Europe;1259
Europe;9230
Sub-Saharan Africa;6630
Europe;2059
Sub-Saharan Africa;1146
Sub-Saharan Africa;1552
Sub-Saharan Africa;7969
Sub-Saharan Africa;7121
Europe;2764
Australia and Oceania;683
Asia;3695
Europe;6649
Middle East and North Africa;1426
Middle East and North Africa;1935
Sub-Saharan Africa;9120
Europe;5955
Middle East and North Africa;2443
Australia and Oceania;622
Central America and the Caribbean;9558
Sub-Saharan Africa;351
Sub-Saharan Africa;1129
Sub-Saharan Africa;2055
Sub-Saharan Africa;321
Central America and the Caribbean;5150
Sub-Saharan Africa;2796
Sub-Saharan Africa;1548
Australia and Oceania;6720
Australia and Oceania;5664
Middle East and North Africa;2757
Sub-Saharan Africa;4412
Europe;4070
Middle East and North Africa;7206
Europe;6323
Sub-Saharan Africa;5960
Middle East and North Africa;7682
Sub-Saharan Africa;5088
Middle East and North Africa;8808
Europe;1504
Middle East and North Africa;2868
Europe;4623
Central America and the Caribbean;5524
Australia and Oceania;6358
Sub-Saharan Africa;4941
Australia and Oceania;1123
Middle East and North Africa;1783
Australia and Oceania;5833
Asia;9215
Asia;9902
Europe;2899
Sub-Saharan Africa;5242
Central America and the Caribbean;1000
Europe;6270
Europe;4183
Sub-Saharan Africa;9898
Australia and Oceania;5610
Australia and Oceania;5542
Asia;947
Europe;5113
Europe;8358
Europe;3028
Europe;8505
Sub-Saharan Africa;6200
Asia;4555
Australia and Oceania;4043
Sub-Saharan Africa;2169
Sub-Saharan Africa;8471
Sub-Saharan Africa;9514
Middle East and North Africa;3898
Australia and Oceania;7252
Sub-Saharan Africa;7238
Sub-Saharan Africa;8548
Europe;7905
Asia;9066
Sub-Saharan Africa;7814
Sub-Saharan Africa;6969
Middle East and North Africa;1379
Europe;2923
Europe;5512
Europe;90
Sub-Saharan Africa;9629
Sub-Saharan Africa;4136
Middle East and North Africa;5644
Sub-Saharan Africa;3223
Central America and the Caribbean;7971
Europe;8017
Europe;3523
Middle East and North Africa;1681
Asia;1715
Central America and the Caribbean;9879
Europe;4461
Sub-Saharan Africa;776
Europe;6174
Sub-Saharan Africa;5035
Sub-Saharan Africa;3770
Middle East and North Africa;5821
Europe;6661
Europe;8797
Sub-Saharan Africa;6763
Sub-Saharan Africa;2128
Europe;8489
Australia and Oceania;6477
Sub-Saharan Africa;8753
Sub-Saharan Africa;5009
Europe;6969
Sub-Saharan Africa;3388
Europe;5052
Sub-Saharan Africa;9778
Middle East and North Africa;7415
Asia;4843
Sub-Saharan Africa;973
Europe;1747
Middle East and North Africa;5139
Central America and the Caribbean;6153
Central America and the Caribbean;1827
Europe;6227
Central America and the Caribbean;5453
North America;2633
Australia and Oceania;2929
Sub-Saharan Africa;8533
Sub-Saharan Africa;3669
Europe;9593
Europe;9589
Sub-Saharan Africa;3976
Europe;5101
Europe;2346
Europe;7121
Central America and the Caribbean;7868
Sub-Saharan Africa;5061
Europe;6205
Europe;837
Australia and Oceania;5523
Middle East and North Africa;8861
Middle East and North Africa;6483
Sub-Saharan Africa;6049
Asia;2252
Middle East and North Africa;1814
Central America and the Caribbean;8492
Sub-Saharan Africa;8071
Europe;3368
Asia;9233
Australia and Oceania;7544
Sub-Saharan Africa;2214
Europe;4185
Europe;6429
Central America and the Caribbean;8953
Central America and the Caribbean;3792
Middle East and North Africa;13
Europe;8716
Australia and Oceania;8029
Middle East and North Africa;8115
Central America and the Caribbean;6166
Europe;1405
Europe;87
Middle East and North Africa;498
Sub-Saharan Africa;7956
Middle East and North Africa;9810
Europe;438
Australia and Oceania;6253
Europe;696
Sub-Saharan Africa;9242
Europe;4395
Sub-Saharan Africa;692
Europe;9699
Sub-Saharan Africa;5015
Sub-Saharan Africa;7271
Europe;9127
Europe;276
Sub-Saharan Africa;2441
Sub-Saharan Africa;4377
Sub-Saharan Africa;6871
Asia;7740
Sub-Saharan Africa;6832
Asia;1027
Sub-Saharan Africa;9237
Central America and the Caribbean;7404
Middle East and North Africa;3501
Sub-Saharan Africa;2533
Europe;1537
Europe;4580
Sub-Saharan Africa;7760
Central America and the Caribbean;4208
Europe;9084
Sub-Saharan Africa;4581
Sub-Saharan Africa;4922
Sub-Saharan Africa;1363
Sub-Saharan Africa;7189
Middle East and North Africa;2719
Central America and the Caribbean;299
Sub-Saharan Africa;9312
Middle East and North Africa;1166
Middle East and North Africa;4306
Central America and the Caribbean;9205
Sub-Saharan Africa;3366
Asia;6328
Asia;4656
Middle East and North Africa;6950
Central America and the Caribbean;8840
Sub-Saharan Africa;7986
Middle East and North Africa;9081
Sub-Saharan Africa;8848
Europe;1044
Sub-Saharan Africa;1453
Asia;2893
Asia;212
Europe;5291
Europe;2041
Asia;1404
Australia and Oceania;6354
Europe;6895
Asia;5064
Central America and the Caribbean;9928
Asia;2586
Central America and the Caribbean;1167
Asia;5833
Asia;3776
Australia and Oceania;4220
Europe;3420
Asia;9661
Sub-Saharan Africa;8262
Sub-Saharan Africa;6570
Middle East and North Africa;8966
Middle East and North Africa;1861
Europe;8697
Middle East and North Africa;4948
Europe;3119
Asia;7745
Asia;395
Europe;4666
Central America and the Caribbean;1190
Asia;2626
Middle East and North Africa;8667
Australia and Oceania;1037
Asia;8491
Europe;1815
Europe;8827
Asia;9374
Asia;337
Sub-Saharan Africa;627
Australia and Oceania;6186
Europe;4988
Middle East and North Africa;2038
Europe;4372
Middle East and North Africa;6057
Middle East and North Africa;3192
Sub-Saharan Africa;8908
Central America and the Caribbean;8364
Sub-Saharan Africa;3753
Sub-Saharan Africa;9300
Middle East and North Africa;6258
Asia;7915
Sub-Saharan Africa;4587
Sub-Saharan Africa;8622
Asia;9402
Australia and Oceania;8337
Sub-Saharan Africa;3870
North America;6473
Europe;3652
Sub-Saharan Africa;4944
Europe;6915
Europe;8164
Australia and Oceania;4321
Australia and Oceania;3047
Europe;9035
Sub-Saharan Africa;9007
Asia;6720
Sub-Saharan Africa;7959
Australia and Oceania;5542
Australia and Oceania;4316
Australia and Oceania;6163
Sub-Saharan Africa;4993
Asia;1749
Central America and the Caribbean;9403
Middle East and North Africa;7962
Europe;9461
Asia;2968
Australia and Oceania;9581
Middle East and North Africa;7429
Australia and Oceania;6676
Central America and the Caribbean;4511
Europe;161
Europe;9878
Sub-Saharan Africa;1949
Australia and Oceania;1692
Central America and the Caribbean;6456
Asia;619
Europe;594
North America;9823
Central America and the Caribbean;3779
Central America and the Caribbean;4967
Europe;7924
Sub-Saharan Africa;4216
Asia;7443
Central America and the Caribbean;8233
Sub-Saharan Africa;9250
Asia;184
Middle East and North Africa;2759
Europe;5730
Asia;9884
Sub-Saharan Africa;3038
Central America and the Caribbean;5041
Middle East and North Africa;2771
Sub-Saharan Africa;5141
Europe;8093
Central America and the Caribbean;9600
Central America and the Caribbean;4668
Europe;332
Middle East and North Africa;659
Central America and the Caribbean;1750
Australia and Oceania;6733
Asia;769
Sub-Saharan Africa;6051
Australia and Oceania;6803
Sub-Saharan Africa;4279
Europe;1765
Europe;9580
Asia;70
Europe;2618
Sub-Saharan Africa;8633
Europe;6558
Europe;6866
Asia;7063
Central America and the Caribbean;6685
North America;2298
Europe;2502
Europe;2927
Middle East and North Africa;1233
Sub-Saharan Africa;2114
Central America and the Caribbean;2291
Sub-Saharan Africa;5522
Asia;7591
Sub-Saharan Africa;1316
Asia;1546
Central America and the Caribbean;160
Europe;1070
Australia and Oceania;5218
Europe;5578
Middle East and North Africa;2154
Australia and Oceania;6983
Central America and the Caribbean;9133
Sub-Saharan Africa;9700
Asia;6817
Australia and Oceania;643
Middle East and North Africa;8372
Asia;9226
Europe;9461
Sub-Saharan Africa;7362
Asia;8248
Europe;9466
Australia and Oceania;5398
Sub-Saharan Africa;2453
Sub-Saharan Africa;4074
Asia;5735
Sub-Saharan Africa;9941
Central America and the Caribbean;1227
Central America and the Caribbean;1162
Sub-Saharan Africa;3344
Central America and the Caribbean;8402
Europe;8998
Sub-Saharan Africa;4825
Central America and the Caribbean;7605
Central America and the Caribbean;6095
Sub-Saharan Africa;1079
Middle East and North Africa;375
Middle East and North Africa;3832
Europe;8330
Sub-Saharan Africa;2780
Sub-Saharan Africa;3125
Sub-Saharan Africa;7337
Asia;422
Europe;9416
Europe;8387
Asia;3432
Europe;7683
Central America and the Caribbean;6299
Sub-Saharan Africa;1474
Asia;7430
Europe;5424
Sub-Saharan Africa;8740
Asia;7697
Europe;4644
Sub-Saharan Africa;8959
Sub-Saharan Africa;2054
Europe;2371
North America;385
Sub-Saharan Africa;3599
Europe;1551
Sub-Saharan Africa;807
Sub-Saharan Africa;9966
Asia;4658
Europe;2545
Middle East and North Africa;8318
Europe;8700
Sub-Saharan Africa;7448
Middle East and North Africa;348
Sub-Saharan Africa;215
Middle East and North Africa;1900
Europe;7282
Asia;272
Asia;1813
Middle East and North Africa;4878
Middle East and North Africa;9472
Central America and the Caribbean;7631
Middle East and North Africa;8422
Sub-Saharan Africa;2945
Sub-Saharan Africa;9329
Australia and Oceania;7736
Sub-Saharan Africa;5357
Sub-Saharan Africa;1416
Central America and the Caribbean;2168
Sub-Saharan Africa;5900
Europe;7928
Europe;5602
Sub-Saharan Africa;3301
Middle East and North Africa;7436
Asia;1450
Sub-Saharan Africa;816
Asia;8039
Australia and Oceania;7656
Europe;1233
Europe;2370
Sub-Saharan Africa;1696
Middle East and North Africa;1872
Sub-Saharan Africa;2591
Asia;5577
Asia;9584
Europe;5398
Sub-Saharan Africa;837
Sub-Saharan Africa;5749
Europe;7015
Asia;3545
Europe;1282
Middle East and North Africa;8199
Central America and the Caribbean;9302
Europe;1626
Europe;9239
Central America and the Caribbean;8240
